"millis,stamp,datetime,motion,,,,"
"256999,1343096920, 2012/7/24 2:28:40, Active,41114,0.103240741,0.040740741,7/24/2012 0:58"
"257998,1343096921, 2012/7/24 2:28:41, Active,41114,0.103252315,0.040752315,7/24/2012 0:58"
"258999,1343096922, 2012/7/24 2:28:42, Active,41114,0.103263889,0.040763889,7/24/2012 0:58"
"259998,1343096923, 2012/7/24 2:28:43, Active,41114,0.103275463,0.040775463,7/24/2012 0:58"
"260999,1343096924, 2012/7/24 2:28:44, Active,41114,0.103287037,0.040787037,7/24/2012 0:58"
"261999,1343096925, 2012/7/24 2:28:45, Active,41114,0.103298611,0.040798611,7/24/2012 0:58"
"263000,1343096926, 2012/7/24 2:28:46, Active,41114,0.103310185,0.040810185,7/24/2012 0:58"
"263999,1343096927, 2012/7/24 2:28:47, Active,41114,0.103321759,0.040821759,7/24/2012 0:58"
"264999,1343096928, 2012/7/24 2:28:48, Active,41114,0.103333333,0.040833333,7/24/2012 0:58"
"265999,1343096929, 2012/7/24 2:28:49, Active,41114,0.103344907,0.040844907,7/24/2012 0:58"
"266999,1343096930, 2012/7/24 2:28:50, Active,41114,0.103356481,0.040856481,7/24/2012 0:58"
"267999,1343096931, 2012/7/24 2:28:51, Active,41114,0.103368056,0.040868056,7/24/2012 0:58"
"268998,1343096932, 2012/7/24 2:28:52, Active,41114,0.10337963,0.04087963,7/24/2012 0:58"
"269999,1343096933, 2012/7/24 2:28:53, Active,41114,0.103391204,0.040891204,7/24/2012 0:58"
"270998,1343096934, 2012/7/24 2:28:54, Active,41114,0.103402778,0.040902778,7/24/2012 0:58"
"272000,1343096935, 2012/7/24 2:28:55, Active,41114,0.103414352,0.040914352,7/24/2012 0:58"
"272999,1343096936, 2012/7/24 2:28:56, Active,41114,0.103425926,0.040925926,7/24/2012 0:58"
"273999,1343096937, 2012/7/24 2:28:57, Active,41114,0.1034375,0.0409375,7/24/2012 0:58"
"274999,1343096938, 2012/7/24 2:28:58, Active,41114,0.103449074,0.040949074,7/24/2012 0:58"
"275999,1343096939, 2012/7/24 2:28:59, Active,41114,0.103460648,0.040960648,7/24/2012 0:58"
"276999,1343096940, 2012/7/24 2:29:0, Active,41114,0.103472222,0.040972222,7/24/2012 0:59"
"277999,1343096941, 2012/7/24 2:29:1, Active,41114,0.103483796,0.040983796,7/24/2012 0:59"
"279000,1343096942, 2012/7/24 2:29:2, Active,41114,0.10349537,0.04099537,7/24/2012 0:59"
"279999,1343096943, 2012/7/24 2:29:3, Active,41114,0.103506944,0.041006944,7/24/2012 0:59"
"280999,1343096944, 2012/7/24 2:29:4, Active,41114,0.103518519,0.041018519,7/24/2012 0:59"
"281999,1343096945, 2012/7/24 2:29:5, Active,41114,0.103530093,0.041030093,7/24/2012 0:59"
"282998,1343096946, 2012/7/24 2:29:6, Active,41114,0.103541667,0.041041667,7/24/2012 0:59"
"283998,1343096947, 2012/7/24 2:29:7, Active,41114,0.103553241,0.041053241,7/24/2012 0:59"
"284998,1343096948, 2012/7/24 2:29:8, Active,41114,0.103564815,0.041064815,7/24/2012 0:59"
"285998,1343096949, 2012/7/24 2:29:9, Active,41114,0.103576389,0.041076389,7/24/2012 0:59"
"286998,1343096950, 2012/7/24 2:29:10, Active,41114,0.103587963,0.041087963,7/24/2012 0:59"
"288000,1343096951, 2012/7/24 2:29:11, Active,41114,0.103599537,0.041099537,7/24/2012 0:59"
"288999,1343096952, 2012/7/24 2:29:12, Active,41114,0.103611111,0.041111111,7/24/2012 0:59"
"289999,1343096953, 2012/7/24 2:29:13, Active,41114,0.103622685,0.041122685,7/24/2012 0:59"
"290999,1343096954, 2012/7/24 2:29:14, Active,41114,0.103634259,0.041134259,7/24/2012 0:59"
"291999,1343096955, 2012/7/24 2:29:15, Inactive,41114,0.103645833,0.041145833,7/24/2012 0:59"
"293000,1343096956, 2012/7/24 2:29:16, Inactive,41114,0.103657407,0.041157407,7/24/2012 0:59"
"293999,1343096957, 2012/7/24 2:29:17, Inactive,41114,0.103668981,0.041168981,7/24/2012 0:59"
"295000,1343096958, 2012/7/24 2:29:18, Inactive,41114,0.103680556,0.041180556,7/24/2012 0:59"
"295999,1343096959, 2012/7/24 2:29:19, Inactive,41114,0.10369213,0.04119213,7/24/2012 0:59"
"296999,1343096960, 2012/7/24 2:29:20, Inactive,41114,0.103703704,0.041203704,7/24/2012 0:59"
"297999,1343096961, 2012/7/24 2:29:21, Inactive,41114,0.103715278,0.041215278,7/24/2012 0:59"
"298999,1343096962, 2012/7/24 2:29:22, Inactive,41114,0.103726852,0.041226852,7/24/2012 0:59"
"299999,1343096963, 2012/7/24 2:29:23, Inactive,41114,0.103738426,0.041238426,7/24/2012 0:59"
"300999,1343096964, 2012/7/24 2:29:24, Inactive,41114,0.10375,0.04125,7/24/2012 0:59"
"301999,1343096965, 2012/7/24 2:29:25, Inactive,41114,0.103761574,0.041261574,7/24/2012 0:59"
"302999,1343096966, 2012/7/24 2:29:26, Active,41114,0.103773148,0.041273148,7/24/2012 0:59"
"303998,1343096967, 2012/7/24 2:29:27, Active,41114,0.103784722,0.041284722,7/24/2012 0:59"
"304999,1343096968, 2012/7/24 2:29:28, Active,41114,0.103796296,0.041296296,7/24/2012 0:59"
"305999,1343096969, 2012/7/24 2:29:29, Active,41114,0.10380787,0.04130787,7/24/2012 0:59"
"306999,1343096970, 2012/7/24 2:29:30, Active,41114,0.103819444,0.041319444,7/24/2012 0:59"
"307999,1343096971, 2012/7/24 2:29:31, Active,41114,0.103831019,0.041331019,7/24/2012 0:59"
"308999,1343096972, 2012/7/24 2:29:32, Active,41114,0.103842593,0.041342593,7/24/2012 0:59"
"309999,1343096973, 2012/7/24 2:29:33, Active,41114,0.103854167,0.041354167,7/24/2012 0:59"
"311000,1343096974, 2012/7/24 2:29:34, Active,41114,0.103865741,0.041365741,7/24/2012 0:59"
"311999,1343096975, 2012/7/24 2:29:35, Active,41114,0.103877315,0.041377315,7/24/2012 0:59"
"312999,1343096976, 2012/7/24 2:29:36, Active,41114,0.103888889,0.041388889,7/24/2012 0:59"
"313998,1343096977, 2012/7/24 2:29:37, Inactive,41114,0.103900463,0.041400463,7/24/2012 0:59"
"314999,1343096978, 2012/7/24 2:29:38, Inactive,41114,0.103912037,0.041412037,7/24/2012 0:59"
"315999,1343096979, 2012/7/24 2:29:39, Inactive,41114,0.103923611,0.041423611,7/24/2012 0:59"
"316999,1343096980, 2012/7/24 2:29:40, Inactive,41114,0.103935185,0.041435185,7/24/2012 0:59"
"317999,1343096981, 2012/7/24 2:29:41, Inactive,41114,0.103946759,0.041446759,7/24/2012 0:59"
"318999,1343096982, 2012/7/24 2:29:42, Inactive,41114,0.103958333,0.041458333,7/24/2012 0:59"
"320000,1343096983, 2012/7/24 2:29:43, Inactive,41114,0.103969907,0.041469907,7/24/2012 0:59"
"320999,1343096984, 2012/7/24 2:29:44, Inactive,41114,0.103981481,0.041481481,7/24/2012 0:59"
"321999,1343096985, 2012/7/24 2:29:45, Inactive,41114,0.103993056,0.041493056,7/24/2012 0:59"
"322999,1343096986, 2012/7/24 2:29:46, Inactive,41114,0.10400463,0.04150463,7/24/2012 0:59"
"323999,1343096987, 2012/7/24 2:29:47, Active,41114,0.104016204,0.041516204,7/24/2012 0:59"
"325000,1343096988, 2012/7/24 2:29:48, Active,41114,0.104027778,0.041527778,7/24/2012 0:59"
"325999,1343096989, 2012/7/24 2:29:49, Active,41114,0.104039352,0.041539352,7/24/2012 0:59"
"327000,1343096990, 2012/7/24 2:29:50, Active,41114,0.104050926,0.041550926,7/24/2012 0:59"
"327999,1343096991, 2012/7/24 2:29:51, Active,41114,0.1040625,0.0415625,7/24/2012 0:59"
"328998,1343096992, 2012/7/24 2:29:52, Active,41114,0.104074074,0.041574074,7/24/2012 0:59"
"329999,1343096993, 2012/7/24 2:29:53, Active,41114,0.104085648,0.041585648,7/24/2012 0:59"
"330999,1343096994, 2012/7/24 2:29:54, Inactive,41114,0.104097222,0.041597222,7/24/2012 0:59"
"331999,1343096995, 2012/7/24 2:29:55, Inactive,41114,0.104108796,0.041608796,7/24/2012 0:59"
"332999,1343096996, 2012/7/24 2:29:56, Inactive,41114,0.10412037,0.04162037,7/24/2012 0:59"
"333999,1343096997, 2012/7/24 2:29:57, Inactive,41114,0.104131944,0.041631944,7/24/2012 0:59"
"334998,1343096998, 2012/7/24 2:29:58, Inactive,41114,0.104143519,0.041643519,7/24/2012 0:59"
"336000,1343096999, 2012/7/24 2:29:59, Inactive,41114,0.104155093,0.041655093,7/24/2012 0:59"
"336999,1343097000, 2012/7/24 2:30:0, Inactive,41114,0.104166667,0.041666667,7/24/2012 1:00"
"337999,1343097001, 2012/7/24 2:30:1, Inactive,41114,0.104178241,0.041678241,7/24/2012 1:00"
"338999,1343097002, 2012/7/24 2:30:2, Inactive,41114,0.104189815,0.041689815,7/24/2012 1:00"
"339999,1343097003, 2012/7/24 2:30:3, Inactive,41114,0.104201389,0.041701389,7/24/2012 1:00"
"340999,1343097004, 2012/7/24 2:30:4, Inactive,41114,0.104212963,0.041712963,7/24/2012 1:00"
"341999,1343097005, 2012/7/24 2:30:5, Inactive,41114,0.104224537,0.041724537,7/24/2012 1:00"
"343000,1343097006, 2012/7/24 2:30:6, Inactive,41114,0.104236111,0.041736111,7/24/2012 1:00"
"343999,1343097007, 2012/7/24 2:30:7, Inactive,41114,0.104247685,0.041747685,7/24/2012 1:00"
"344999,1343097008, 2012/7/24 2:30:8, Inactive,41114,0.104259259,0.041759259,7/24/2012 1:00"
"345998,1343097009, 2012/7/24 2:30:9, Inactive,41114,0.104270833,0.041770833,7/24/2012 1:00"
"346999,1343097010, 2012/7/24 2:30:10, Inactive,41114,0.104282407,0.041782407,7/24/2012 1:00"
"347999,1343097011, 2012/7/24 2:30:11, Inactive,41114,0.104293981,0.041793981,7/24/2012 1:00"
"348999,1343097012, 2012/7/24 2:30:12, Inactive,41114,0.104305556,0.041805556,7/24/2012 1:00"
"349999,1343097013, 2012/7/24 2:30:13, Inactive,41114,0.10431713,0.04181713,7/24/2012 1:00"
"350999,1343097014, 2012/7/24 2:30:14, Inactive,41114,0.104328704,0.041828704,7/24/2012 1:00"
"352000,1343097015, 2012/7/24 2:30:15, Inactive,41114,0.104340278,0.041840278,7/24/2012 1:00"
"352999,1343097016, 2012/7/24 2:30:16, Inactive,41114,0.104351852,0.041851852,7/24/2012 1:00"
"353999,1343097017, 2012/7/24 2:30:17, Inactive,41114,0.104363426,0.041863426,7/24/2012 1:00"
"354999,1343097018, 2012/7/24 2:30:18, Inactive,41114,0.104375,0.041875,7/24/2012 1:00"
"355999,1343097019, 2012/7/24 2:30:19, Inactive,41114,0.104386574,0.041886574,7/24/2012 1:00"
"356999,1343097020, 2012/7/24 2:30:20, Inactive,41114,0.104398148,0.041898148,7/24/2012 1:00"
"357999,1343097021, 2012/7/24 2:30:21, Inactive,41114,0.104409722,0.041909722,7/24/2012 1:00"
"359000,1343097022, 2012/7/24 2:30:22, Inactive,41114,0.104421296,0.041921296,7/24/2012 1:00"
"359999,1343097023, 2012/7/24 2:30:23, Inactive,41114,0.10443287,0.04193287,7/24/2012 1:00"
"360998,1343097024, 2012/7/24 2:30:24, Inactive,41114,0.104444444,0.041944444,7/24/2012 1:00"
"361999,1343097025, 2012/7/24 2:30:25, Inactive,41114,0.104456019,0.041956019,7/24/2012 1:00"
"362999,1343097026, 2012/7/24 2:30:26, Inactive,41114,0.104467593,0.041967593,7/24/2012 1:00"
"363999,1343097027, 2012/7/24 2:30:27, Inactive,41114,0.104479167,0.041979167,7/24/2012 1:00"
"364999,1343097028, 2012/7/24 2:30:28, Inactive,41114,0.104490741,0.041990741,7/24/2012 1:00"
"365999,1343097029, 2012/7/24 2:30:29, Inactive,41114,0.104502315,0.042002315,7/24/2012 1:00"
"366999,1343097030, 2012/7/24 2:30:30, Inactive,41114,0.104513889,0.042013889,7/24/2012 1:00"
"368000,1343097031, 2012/7/24 2:30:31, Inactive,41114,0.104525463,0.042025463,7/24/2012 1:00"
"368999,1343097032, 2012/7/24 2:30:32, Inactive,41114,0.104537037,0.042037037,7/24/2012 1:00"
"369999,1343097033, 2012/7/24 2:30:33, Inactive,41114,0.104548611,0.042048611,7/24/2012 1:00"
"370999,1343097034, 2012/7/24 2:30:34, Inactive,41114,0.104560185,0.042060185,7/24/2012 1:00"
"371999,1343097035, 2012/7/24 2:30:35, Inactive,41114,0.104571759,0.042071759,7/24/2012 1:00"
"372999,1343097036, 2012/7/24 2:30:36, Inactive,41114,0.104583333,0.042083333,7/24/2012 1:00"
"373999,1343097037, 2012/7/24 2:30:37, Inactive,41114,0.104594907,0.042094907,7/24/2012 1:00"
"375000,1343097038, 2012/7/24 2:30:38, Inactive,41114,0.104606481,0.042106481,7/24/2012 1:00"
"375999,1343097039, 2012/7/24 2:30:39, Inactive,41114,0.104618056,0.042118056,7/24/2012 1:00"
"376998,1343097040, 2012/7/24 2:30:40, Inactive,41114,0.10462963,0.04212963,7/24/2012 1:00"
"377999,1343097041, 2012/7/24 2:30:41, Inactive,41114,0.104641204,0.042141204,7/24/2012 1:00"
"378999,1343097042, 2012/7/24 2:30:42, Inactive,41114,0.104652778,0.042152778,7/24/2012 1:00"
"379999,1343097043, 2012/7/24 2:30:43, Inactive,41114,0.104664352,0.042164352,7/24/2012 1:00"
"380998,1343097044, 2012/7/24 2:30:44, Inactive,41114,0.104675926,0.042175926,7/24/2012 1:00"
"382000,1343097045, 2012/7/24 2:30:45, Inactive,41114,0.1046875,0.0421875,7/24/2012 1:00"
"382999,1343097046, 2012/7/24 2:30:46, Inactive,41114,0.104699074,0.042199074,7/24/2012 1:00"
"384000,1343097047, 2012/7/24 2:30:47, Inactive,41114,0.104710648,0.042210648,7/24/2012 1:00"
"384999,1343097048, 2012/7/24 2:30:48, Inactive,41114,0.104722222,0.042222222,7/24/2012 1:00"
"385999,1343097049, 2012/7/24 2:30:49, Inactive,41114,0.104733796,0.042233796,7/24/2012 1:00"
"386999,1343097050, 2012/7/24 2:30:50, Inactive,41114,0.10474537,0.04224537,7/24/2012 1:00"
"387998,1343097051, 2012/7/24 2:30:51, Inactive,41114,0.104756944,0.042256944,7/24/2012 1:00"
"388999,1343097052, 2012/7/24 2:30:52, Inactive,41114,0.104768519,0.042268519,7/24/2012 1:00"
"389999,1343097053, 2012/7/24 2:30:53, Inactive,41114,0.104780093,0.042280093,7/24/2012 1:00"
"391000,1343097054, 2012/7/24 2:30:54, Inactive,41114,0.104791667,0.042291667,7/24/2012 1:00"
"391999,1343097055, 2012/7/24 2:30:55, Inactive,41114,0.104803241,0.042303241,7/24/2012 1:00"
"392999,1343097056, 2012/7/24 2:30:56, Inactive,41114,0.104814815,0.042314815,7/24/2012 1:00"
"393999,1343097057, 2012/7/24 2:30:57, Inactive,41114,0.104826389,0.042326389,7/24/2012 1:00"
"394999,1343097058, 2012/7/24 2:30:58, Inactive,41114,0.104837963,0.042337963,7/24/2012 1:00"
"395999,1343097059, 2012/7/24 2:30:59, Inactive,41114,0.104849537,0.042349537,7/24/2012 1:00"
"396999,1343097060, 2012/7/24 2:31:0, Inactive,41114,0.104861111,0.042361111,7/24/2012 1:01"
"398000,1343097061, 2012/7/24 2:31:1, Inactive,41114,0.104872685,0.042372685,7/24/2012 1:01"
"398999,1343097062, 2012/7/24 2:31:2, Inactive,41114,0.104884259,0.042384259,7/24/2012 1:01"
"400000,1343097063, 2012/7/24 2:31:3, Inactive,41114,0.104895833,0.042395833,7/24/2012 1:01"
"400999,1343097064, 2012/7/24 2:31:4, Inactive,41114,0.104907407,0.042407407,7/24/2012 1:01"
"401999,1343097065, 2012/7/24 2:31:5, Inactive,41114,0.104918981,0.042418981,7/24/2012 1:01"
"402999,1343097066, 2012/7/24 2:31:6, Inactive,41114,0.104930556,0.042430556,7/24/2012 1:01"
"403999,1343097067, 2012/7/24 2:31:7, Inactive,41114,0.10494213,0.04244213,7/24/2012 1:01"
"404999,1343097068, 2012/7/24 2:31:8, Inactive,41114,0.104953704,0.042453704,7/24/2012 1:01"
"405999,1343097069, 2012/7/24 2:31:9, Inactive,41114,0.104965278,0.042465278,7/24/2012 1:01"
"407000,1343097070, 2012/7/24 2:31:10, Inactive,41114,0.104976852,0.042476852,7/24/2012 1:01"
"407999,1343097071, 2012/7/24 2:31:11, Inactive,41114,0.104988426,0.042488426,7/24/2012 1:01"
"408999,1343097072, 2012/7/24 2:31:12, Inactive,41114,0.105,0.0425,7/24/2012 1:01"
"409999,1343097073, 2012/7/24 2:31:13, Inactive,41114,0.105011574,0.042511574,7/24/2012 1:01"
"410999,1343097074, 2012/7/24 2:31:14, Inactive,41114,0.105023148,0.042523148,7/24/2012 1:01"
"411999,1343097075, 2012/7/24 2:31:15, Inactive,41114,0.105034722,0.042534722,7/24/2012 1:01"
"412999,1343097076, 2012/7/24 2:31:16, Inactive,41114,0.105046296,0.042546296,7/24/2012 1:01"
"413999,1343097077, 2012/7/24 2:31:17, Inactive,41114,0.10505787,0.04255787,7/24/2012 1:01"
"414999,1343097078, 2012/7/24 2:31:18, Inactive,41114,0.105069444,0.042569444,7/24/2012 1:01"
"416000,1343097079, 2012/7/24 2:31:19, Inactive,41114,0.105081019,0.042581019,7/24/2012 1:01"
"416999,1343097080, 2012/7/24 2:31:20, Inactive,41114,0.105092593,0.042592593,7/24/2012 1:01"
"417999,1343097081, 2012/7/24 2:31:21, Inactive,41114,0.105104167,0.042604167,7/24/2012 1:01"
"418999,1343097082, 2012/7/24 2:31:22, Inactive,41114,0.105115741,0.042615741,7/24/2012 1:01"
"419999,1343097083, 2012/7/24 2:31:23, Inactive,41114,0.105127315,0.042627315,7/24/2012 1:01"
"420999,1343097084, 2012/7/24 2:31:24, Inactive,41114,0.105138889,0.042638889,7/24/2012 1:01"
"421999,1343097085, 2012/7/24 2:31:25, Inactive,41114,0.105150463,0.042650463,7/24/2012 1:01"
"423000,1343097086, 2012/7/24 2:31:26, Inactive,41114,0.105162037,0.042662037,7/24/2012 1:01"
"423999,1343097087, 2012/7/24 2:31:27, Inactive,41114,0.105173611,0.042673611,7/24/2012 1:01"
"424999,1343097088, 2012/7/24 2:31:28, Inactive,41114,0.105185185,0.042685185,7/24/2012 1:01"
"425998,1343097089, 2012/7/24 2:31:29, Inactive,41114,0.105196759,0.042696759,7/24/2012 1:01"
"426998,1343097090, 2012/7/24 2:31:30, Inactive,41114,0.105208333,0.042708333,7/24/2012 1:01"
"427999,1343097091, 2012/7/24 2:31:31, Inactive,41114,0.105219907,0.042719907,7/24/2012 1:01"
"428999,1343097092, 2012/7/24 2:31:32, Inactive,41114,0.105231481,0.042731481,7/24/2012 1:01"
"430000,1343097093, 2012/7/24 2:31:33, Inactive,41114,0.105243056,0.042743056,7/24/2012 1:01"
"430999,1343097094, 2012/7/24 2:31:34, Inactive,41114,0.10525463,0.04275463,7/24/2012 1:01"
"432000,1343097095, 2012/7/24 2:31:35, Inactive,41114,0.105266204,0.042766204,7/24/2012 1:01"
"432999,1343097096, 2012/7/24 2:31:36, Inactive,41114,0.105277778,0.042777778,7/24/2012 1:01"
"433999,1343097097, 2012/7/24 2:31:37, Inactive,41114,0.105289352,0.042789352,7/24/2012 1:01"
"434999,1343097098, 2012/7/24 2:31:38, Inactive,41114,0.105300926,0.042800926,7/24/2012 1:01"
"435999,1343097099, 2012/7/24 2:31:39, Inactive,41114,0.1053125,0.0428125,7/24/2012 1:01"
"436998,1343097100, 2012/7/24 2:31:40, Inactive,41114,0.105324074,0.042824074,7/24/2012 1:01"
"437999,1343097101, 2012/7/24 2:31:41, Inactive,41114,0.105335648,0.042835648,7/24/2012 1:01"
"438999,1343097102, 2012/7/24 2:31:42, Inactive,41114,0.105347222,0.042847222,7/24/2012 1:01"
"439999,1343097103, 2012/7/24 2:31:43, Inactive,41114,0.105358796,0.042858796,7/24/2012 1:01"
"440999,1343097104, 2012/7/24 2:31:44, Inactive,41114,0.10537037,0.04287037,7/24/2012 1:01"
"441999,1343097105, 2012/7/24 2:31:45, Inactive,41114,0.105381944,0.042881944,7/24/2012 1:01"
"442999,1343097106, 2012/7/24 2:31:46, Inactive,41114,0.105393519,0.042893519,7/24/2012 1:01"
"443999,1343097107, 2012/7/24 2:31:47, Inactive,41114,0.105405093,0.042905093,7/24/2012 1:01"
"444999,1343097108, 2012/7/24 2:31:48, Inactive,41114,0.105416667,0.042916667,7/24/2012 1:01"
"445999,1343097109, 2012/7/24 2:31:49, Inactive,41114,0.105428241,0.042928241,7/24/2012 1:01"
"446999,1343097110, 2012/7/24 2:31:50, Inactive,41114,0.105439815,0.042939815,7/24/2012 1:01"
"448000,1343097111, 2012/7/24 2:31:51, Inactive,41114,0.105451389,0.042951389,7/24/2012 1:01"
"448999,1343097112, 2012/7/24 2:31:52, Inactive,41114,0.105462963,0.042962963,7/24/2012 1:01"
"449999,1343097113, 2012/7/24 2:31:53, Inactive,41114,0.105474537,0.042974537,7/24/2012 1:01"
"450999,1343097114, 2012/7/24 2:31:54, Active,41114,0.105486111,0.042986111,7/24/2012 1:01"
"451999,1343097115, 2012/7/24 2:31:55, Active,41114,0.105497685,0.042997685,7/24/2012 1:01"
"452999,1343097116, 2012/7/24 2:31:56, Active,41114,0.105509259,0.043009259,7/24/2012 1:01"
"453999,1343097117, 2012/7/24 2:31:57, Active,41114,0.105520833,0.043020833,7/24/2012 1:01"
"455000,1343097118, 2012/7/24 2:31:58, Active,41114,0.105532407,0.043032407,7/24/2012 1:01"
"455999,1343097119, 2012/7/24 2:31:59, Active,41114,0.105543981,0.043043981,7/24/2012 1:01"
"456999,1343097120, 2012/7/24 2:32:0, Active,41114,0.105555556,0.043055556,7/24/2012 1:02"
"457999,1343097121, 2012/7/24 2:32:1, Active,41114,0.10556713,0.04306713,7/24/2012 1:02"
"458999,1343097122, 2012/7/24 2:32:2, Active,41114,0.105578704,0.043078704,7/24/2012 1:02"
"459999,1343097123, 2012/7/24 2:32:3, Active,41114,0.105590278,0.043090278,7/24/2012 1:02"
"460999,1343097124, 2012/7/24 2:32:4, Active,41114,0.105601852,0.043101852,7/24/2012 1:02"
"462000,1343097125, 2012/7/24 2:32:5, Active,41114,0.105613426,0.043113426,7/24/2012 1:02"
"462999,1343097126, 2012/7/24 2:32:6, Active,41114,0.105625,0.043125,7/24/2012 1:02"
"464000,1343097127, 2012/7/24 2:32:7, Active,41114,0.105636574,0.043136574,7/24/2012 1:02"
"464999,1343097128, 2012/7/24 2:32:8, Active,41114,0.105648148,0.043148148,7/24/2012 1:02"
"465999,1343097129, 2012/7/24 2:32:9, Inactive,41114,0.105659722,0.043159722,7/24/2012 1:02"
"466999,1343097130, 2012/7/24 2:32:10, Inactive,41114,0.105671296,0.043171296,7/24/2012 1:02"
"467998,1343097131, 2012/7/24 2:32:11, Inactive,41114,0.10568287,0.04318287,7/24/2012 1:02"
"468999,1343097132, 2012/7/24 2:32:12, Inactive,41114,0.105694444,0.043194444,7/24/2012 1:02"
"469999,1343097133, 2012/7/24 2:32:13, Inactive,41114,0.105706019,0.043206019,7/24/2012 1:02"
"470999,1343097134, 2012/7/24 2:32:14, Inactive,41114,0.105717593,0.043217593,7/24/2012 1:02"
"471998,1343097135, 2012/7/24 2:32:15, Inactive,41114,0.105729167,0.043229167,7/24/2012 1:02"
"472999,1343097136, 2012/7/24 2:32:16, Inactive,41114,0.105740741,0.043240741,7/24/2012 1:02"
"473999,1343097137, 2012/7/24 2:32:17, Inactive,41114,0.105752315,0.043252315,7/24/2012 1:02"
"474999,1343097138, 2012/7/24 2:32:18, Inactive,41114,0.105763889,0.043263889,7/24/2012 1:02"
"475999,1343097139, 2012/7/24 2:32:19, Inactive,41114,0.105775463,0.043275463,7/24/2012 1:02"
"476999,1343097140, 2012/7/24 2:32:20, Inactive,41114,0.105787037,0.043287037,7/24/2012 1:02"
"477999,1343097141, 2012/7/24 2:32:21, Inactive,41114,0.105798611,0.043298611,7/24/2012 1:02"
"478999,1343097142, 2012/7/24 2:32:22, Inactive,41114,0.105810185,0.043310185,7/24/2012 1:02"
"480000,1343097143, 2012/7/24 2:32:23, Inactive,41114,0.105821759,0.043321759,7/24/2012 1:02"
"480999,1343097144, 2012/7/24 2:32:24, Inactive,41114,0.105833333,0.043333333,7/24/2012 1:02"
"481999,1343097145, 2012/7/24 2:32:25, Inactive,41114,0.105844907,0.043344907,7/24/2012 1:02"
"482999,1343097146, 2012/7/24 2:32:26, Inactive,41114,0.105856481,0.043356481,7/24/2012 1:02"
"483999,1343097147, 2012/7/24 2:32:27, Inactive,41114,0.105868056,0.043368056,7/24/2012 1:02"
"484999,1343097148, 2012/7/24 2:32:28, Inactive,41114,0.10587963,0.04337963,7/24/2012 1:02"
"485999,1343097149, 2012/7/24 2:32:29, Inactive,41114,0.105891204,0.043391204,7/24/2012 1:02"
